,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
968,0.07084527024925354,-0.537918575664989,-0.3873176366685383,0.21952382816924026,-0.13333825062091142,0.4456885678752345,-0.17655963614440373,0.49469782367475656,0.462692263053854,-0.22529223576522633,0.12517483708281207,-0.053010539643975924,0.054765839008978634
1468,-0.9019320013729454,-0.09735102418385264,-0.04917677487227346,0.03276054234724639,0.06413910948228992,0.051143548583779945,0.08505362703600697,0.08274567577125297,0.025071223863073224,-0.018964504659753696,0.02262392118243841,0.016876691901956335,0.016805801518900335
3689,-0.7506006347485292,-0.03202791519651654,0.21769308074979368,0.10011447573480398,0.21243138738046047,-0.03623617481677322,0.05334712698135915,-0.045772721896306746,-0.0009173350229372915,0.060800756920371325,-0.033390900390200505,-0.04619410640241193,-0.012978089468379455
6622,-0.004577298147328661,0.05853710537994715,-0.10660412547668853,-0.009831910744198015,-0.2712189444771291,0.2578962050260353,-0.3234835354936932,-0.18358029601578174,-0.03594545505131306,0.01575940507345527,0.029255414571088052,0.012629597464374333,0.02166594856670919
6124,-1.598398854508553,0.3402409358918606,0.18284504035055307,-0.09372199180014633,0.11268286305641893,-0.286625604673639,0.1892856170458972,-0.13099907507016423,0.011811096827404595,-0.0733513986762705,-0.04066774040174914,0.004795733198607817,-0.008613071069046819
1577,-1.2694711585603784,0.24292734277929082,0.12606827991301806,0.006861751072154295,0.03536678463257924,-0.0812877784170764,-0.03053314280817532,-0.04417400518593812,0.06719476541549461,-0.022506119548689654,-0.006827440149630709,-0.009412862606110399,-0.005922430484799153
4169,0.9165712651713175,-0.7008893169807224,-0.20834041482959922,0.17920821796624387,0.06175345040043236,0.3636856463703779,0.022006256054354117,0.09312352399499892,-0.06781508753878215,0.10947010300732446,0.03447508936615746,-0.06191303759454731,0.01036147199072619
1133,-1.0700515541122642,0.07783227797217765,-0.020395509541997082,-0.05667586533686421,-0.012202299562193103,-0.041248796832470305,-0.030012292559098507,0.02967827613283624,-0.0021686486250749354,-0.019572304198863456,0.004319699212796859,0.0046127248904825205,0.006614075505711209
3046,-0.06435610687132706,-0.28792324890885895,-0.19960522338818604,0.046400953346183084,-0.09578568753388424,0.06618746235995282,-0.12437989042030113,0.08600888596435177,-0.003377176719732016,0.04732606950957489,-0.02062366856912639,-0.05967231590956295,-0.01679507072469596
2048,-0.7114004635576069,-0.0726223643153365,-0.040094256056459186,0.1494186773006142,0.01748532121096945,0.15478010087800806,-0.06257017059946524,0.13112486131025194,0.1732833458027947,0.02009315833846179,-0.06298399574428128,-0.0050420470387000545,0.013838103376302115
