,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
2397,44.7,83.02,156.0,1.87,19.9,33.29,79.63,1.63,3.41,718.0,38.54,651.0,423.0
3867,7.78,83.0,156.0,0.39,16.8,34.1,64.4,0.53,1.94,76.0,34.4,165.0,325.0
5095,8.0,64.6,134.0,0.42,13.06,24.94,53.1,0.91,4.78,54.0,30.45,129.0,262.7
1437,15.7,92.7,170.4,0.2,18.8,35.0,59.2,1.54,3.08,241.0,32.9,277.0,353.0
6082,21.0,56.0,99.0,0.5,15.0,20.0,41.0,1.7,3.1,407.0,21.0,628.0,233.0
7070,13.3,48.99,73.88,1.54,14.82,17.02,26.88,1.42,2.72,13.32,15.69,8.91,151.4
3733,5.05,51.8,84.8,0.36,14.5,17.5,27.4,1.11,1.38,44.0,15.57,76.0,152.2
2374,11.51,25.05,55.72,0.47,4.98,10.66,34.76,0.56,0.88,73.24,14.09,131.0,158.0
5011,27.5,119.5,271.7,1.98,18.2,49.3,192.4,0.79,6.75,259.0,80.3,1193.0,775.0
6275,25.09,93.0,147.0,0.96,27.52,34.0,66.0,2.31,6.28,332.0,30.0,259.0,312.0
5327,24.55,129.43,254.16,0.93,25.94,51.75,115.56,1.87,3.84,389.1,55.96,1079.08,554.74
6076,9.7,161.0,265.0,0.8,38.0,57.0,87.0,3.4,6.7,277.0,52.0,569.0,526.0
1635,11.4,10.5,14.0,0.58,4.5,3.3,5.5,0.95,1.37,231.0,3.0,84.0,34.0
7082,3.73,72.0,108.0,0.16,17.0,26.0,38.0,1.01,3.02,91.0,22.0,409.0,196.0
2106,19.5,64.5,125.6,0.17,13.5,25.0,48.0,0.79,2.51,201.0,26.7,191.0,282.0
1141,4.02,520.57,1098.2,0.77,68.42,160.99,319.48,5.99,9.82,96.98,172.29,421.71,2811.92
182,69.2,63.8,92.4,2.81,18.9,21.3,37.2,21.3,8.26,266.0,19.1,317.0,186.0
4372,18.6,97.0,156.0,0.44,25.4,33.8,52.2,1.89,4.9,118.0,29.4,93.0,260.0
2943,27.0,83.0,135.0,1.0,21.0,31.0,48.0,2.0,5.0,70.0,32.0,58.0,328.0
4912,89.18,237.75,386.33,1.67,57.33,85.43,156.28,13.2,16.68,1800.0,86.69,2719.92,827.4
1883,13.3,35.3,71.7,0.37,7.7,13.4,35.1,0.67,1.4,90.0,16.9,70.0,201.0
299,27.34,150.58,320.08,2.07,25.8,64.87,252.72,1.6,4.22,62.47,87.47,179.88,1115.11
5685,61.8,941.0,1020.0,99.2,427.0,248.0,697.0,127.0,156.0,1048.0,293.0,2468.0,3438.0
1375,30.4,123.0,176.0,1.93,34.8,42.5,63.3,3.74,7.46,139.0,36.3,216.0,311.0
235,10.5,120.0,174.0,1.04,33.1,41.8,52.2,5.91,8.37,209.0,37.8,174.0,351.0
3641,5.8,354.0,514.0,0.78,94.1,127.0,162.0,7.0,17.8,352.0,98.4,536.0,870.0
1963,41.5,160.9,189.7,3.73,64.8,47.7,49.3,19.71,22.04,454.0,34.7,295.0,335.0
1296,15.35,109.08,280.98,0.78,18.99,42.05,138.81,0.98,2.89,131.49,54.92,202.24,968.99
1796,4.1,73.5,146.9,0.24,12.3,29.5,63.3,0.32,1.5,40.0,31.4,414.0,366.0
4017,20.5,69.9,143.0,0.42,17.3,29.9,62.5,0.78,2.15,327.0,34.9,837.0,299.0
6950,84.74,141.98,239.65,2.37,33.52,54.46,90.68,4.25,7.48,235.31,49.26,136.3,473.13
6452,4.14,43.79,37.51,0.58,17.32,10.29,13.53,1.82,2.78,40.69,6.88,297.0,68.1
1905,26.3,49.6,88.7,0.73,14.9,17.8,37.7,1.13,2.86,141.0,18.9,126.0,210.0
4497,27.31,172.7,359.55,2.83,32.72,74.0,155.61,4.29,5.62,341.68,80.58,1410.63,779.14
1461,12.3,69.8,125.1,0.61,16.0,26.5,46.1,1.2,2.08,77.0,25.7,73.0,274.0
3374,18.2,126.0,242.0,0.77,30.5,49.5,114.0,1.97,4.4,239.0,54.4,393.0,524.0
2376,26.04,70.7,148.0,1.35,14.11,29.21,82.76,1.28,2.69,155.0,40.55,307.0,469.0
3911,21.3,72.4,150.2,0.36,11.5,29.6,92.5,6.0,2.79,137.0,38.0,528.0,388.0
2458,2.68,96.9,96.0,0.66,17.7,27.1,19.6,0.25,1.75,23.4,15.9,906.0,130.0
2678,12.8,47.7,78.0,0.54,11.1,17.5,30.5,0.43,1.98,115.0,15.7,356.0,154.0
1866,68.3,48.9,60.7,2.46,22.2,14.3,20.3,7.07,7.92,530.0,12.5,181.0,134.0
2322,25.2,164.0,193.0,15.6,38.0,50.7,70.8,1.56,6.5,74.6,44.4,144.4,361.0
5429,4.61,51.08,79.55,0.41,6.67,18.73,38.22,0.57,1.49,24.0,19.98,257.0,247.18
1810,37.5,101.5,243.1,0.35,16.2,41.9,139.6,1.08,2.88,335.0,59.4,725.0,747.0
4728,52.8,90.3,115.9,3.21,28.2,27.1,39.5,6.91,9.29,214.54,24.08,276.34,229.5
4584,12.59,9.18,7.66,0.6,5.24,2.35,1.96,1.19,1.68,12.44,1.29,15.25,9.53
1292,13.98,107.46,274.76,0.71,19.22,41.5,136.28,1.04,2.86,134.17,54.62,216.65,957.74
5860,10.5,158.0,184.0,6.66,43.4,49.1,86.2,1.47,7.07,397.0,40.4,798.0,412.0
7085,3.13,31.0,45.0,0.08,7.56,11.0,17.0,0.52,1.43,84.0,9.31,302.0,85.0
7129,7.25,100.0,194.0,0.2,18.0,41.0,83.0,1.32,2.52,100.0,43.0,486.0,409.0
6921,22.08,96.12,145.16,3.46,32.44,35.15,49.85,5.6,7.32,51.57,29.31,31.85,264.61
3860,24.3,352.0,717.0,1.54,64.7,146.4,281.0,3.02,10.1,88.0,151.8,151.0,1380.0
3385,19.5,30.9,80.0,0.46,6.3,13.8,68.4,0.45,0.8,262.0,21.8,582.0,251.0
1577,33.5,132.6,223.9,1.69,35.3,46.9,87.1,5.23,7.86,239.0,46.0,134.0,519.0
2945,34.0,143.0,190.0,3.0,40.0,49.0,57.0,6.0,11.0,118.0,44.0,75.0,466.0
1840,8.1,45.7,107.2,0.92,8.5,19.2,61.6,1.24,1.85,105.0,26.4,131.0,334.0
331,11.59,74.7,151.15,1.06,14.14,31.23,121.83,0.63,2.24,21.14,42.11,70.47,539.98
3271,14.4,133.0,255.0,0.55,28.9,54.3,105.0,5.3,5.02,296.0,56.2,533.0,500.0
4312,4.67,18.0,29.0,0.31,4.85,6.2,10.7,0.49,1.12,89.0,5.8,519.0,51.0
1177,4.24,141.27,232.38,0.4,37.15,53.49,83.19,2.31,6.13,146.21,47.08,353.63,422.04
4649,20.61,119.6,191.1,0.35,23.2,43.2,55.7,2.53,5.12,50.41,40.8,161.42,381.0
1140,6.05,200.61,414.73,1.58,27.43,60.45,128.87,1.81,4.01,104.79,65.4,313.46,1066.82
921,16.46,53.55,92.95,0.55,13.85,19.87,41.93,1.13,2.38,140.36,19.97,199.95,193.33
6264,5.45,180.0,297.0,0.9,47.93,66.0,111.0,4.01,8.39,212.0,59.0,326.0,529.0
2162,14.1,159.5,261.0,0.46,37.1,54.8,78.3,4.32,7.73,100.0,51.2,97.0,576.0
2975,6.84,104.0,166.3,0.96,22.1,39.2,68.9,2.05,4.84,75.0,36.4,105.0,338.0
6002,7.9,104.0,191.0,0.2,20.0,39.0,76.0,0.8,2.6,229.0,40.0,779.0,434.0
3411,21.17,233.0,415.0,2.09,57.6,89.7,158.1,4.3,11.1,222.0,88.1,328.0,757.0
6071,6.1,336.0,521.0,0.6,84.0,116.0,155.0,9.5,16.0,382.0,99.0,751.0,986.0
4032,5.62,44.2,71.1,0.82,13.9,17.3,33.9,1.46,2.56,45.0,16.31,74.0,155.2
6936,31.52,171.52,239.51,6.48,56.39,57.8,80.81,8.83,13.23,82.82,50.05,35.94,435.65
5951,60.0,64.0,122.0,0.3,15.0,24.0,52.0,19.0,5.9,226.0,27.0,478.0,302.0
5444,22.8,50.9,74.1,1.66,16.8,17.1,28.4,2.8,4.47,23.0,34.525000000000006,33.5,163.0
2414,1.12,100.0,114.0,0.46,15.3,30.7,24.1,0.15,1.48,9.91,19.9,1237.0,160.0
3267,8.98,126.0,217.0,0.2,24.1,47.0,82.5,1.11,3.41,180.0,46.4,484.0,414.0
3919,7.3,126.0,259.0,0.19,19.6,56.9,130.0,0.61,1.99,249.0,60.2,1194.0,607.0
891,41.44,66.97,136.09,0.53,14.42,27.16,68.75,1.16,2.04,451.35,31.43,799.1,314.8
4024,23.3,65.1,162.0,0.51,14.1,27.2,89.0,0.71,1.54,408.0,39.2,1038.0,403.0
777,26.92,57.9,126.0,0.65,12.0,25.0,72.9,0.98,1.96,341.0,30.2,474.0,313.0
4407,7.4,31.0,46.0,0.23,11.3,10.6,15.4,1.79,2.49,69.0,9.2,80.0,76.0
3103,19.26,94.2,134.5,0.58,25.1,33.9,45.1,1.33,3.48,417.0,29.0,502.0,244.8
2549,1.6,91.1,96.4,0.51,16.2,26.4,19.3,0.32,1.49,14.9,17.1,1114.0,144.0
3163,0.53,8.6,31.8,0.18,0.76,4.84,25.5,1.56,0.27,1.0,10.4,125.0,122.0
6557,27.9,23.8,46.8,0.48,5.73,9.58,27.4,0.87,1.05,163.0,11.6,233.0,131.0
1722,32.7,49.7,74.7,0.92,16.6,16.2,28.4,1.66,3.69,108.0,15.6,89.0,170.0
1028,179.16,103.75,151.26,79.64,52.14,38.86,49.19,135.23,72.43,54.05,32.76,30.67,333.36
3573,28.0,78.0,162.0,0.73,16.6,32.2,83.4,11.3,4.1,154.0,38.5,615.0,379.0
6934,9.96,31.8,48.2,1.25,10.02,11.05,18.62,0.95,1.94,25.13,10.57,11.99,103.05
3692,10.2,159.0,278.0,0.48,29.2,57.7,103.0,1.0,3.5,258.0,56.3,452.0,543.0
6619,87.5,137.0,225.0,3.35,38.0,51.0,93.4,7.67,8.33,337.0,48.5,484.0,475.0
1775,16.7,51.0,66.8,1.14,19.0,15.7,22.1,2.38,4.68,248.0,13.4,232.0,141.0
4833,15.69,66.7,113.4,0.27,14.27,24.46,35.2,1.16,2.77,16.56,25.04,54.09,239.0
4291,39.9,113.0,104.0,7.47,61.7,29.2,20.3,16.5,18.1,411.0,16.2,437.0,113.0
2415,0.78,134.0,199.0,0.55,16.3,44.9,65.9,0.43,1.53,8.94,39.4,1372.0,402.0
3322,25.7,131.0,232.0,0.54,26.4,46.7,98.1,9.8,5.29,231.0,49.2,548.0,508.0
6257,14.97,38.0,89.0,0.47,8.75,17.0,65.0,5.64,1.64,292.0,23.0,1695.0,258.0
1631,13.9,60.9,137.7,0.13,10.4,24.6,65.1,0.71,1.84,436.0,31.3,856.0,362.0
5147,2.62,47.7,101.8,0.42,7.65,19.01,67.0,0.36,2.55,9.77,28.27,52.6,288.0
6347,11.27,70.48,147.56,0.66,13.04,30.36,99.82,0.8,2.14,653.04,39.98,833.72,394.48
1950,6.0,127.5,221.5,0.26,27.8,47.1,73.2,1.47,4.84,139.0,43.2,224.0,451.0
5008,31.9,130.7,265.0,1.8,21.37,51.6,158.0,1.16,7.8,256.0,74.2,1069.0,670.0
1807,32.2,189.0,353.6,0.1,32.7,70.2,119.0,2.37,5.49,456.0,74.7,650.0,780.0
2298,14.8,90.9,158.0,0.59,19.9,33.7,64.8,1.56,3.63,89.7,34.525000000000006,118.0,342.54
4349,33.7,94.0,121.0,3.07,35.1,27.6,38.9,6.7,8.9,223.0,21.9,237.0,194.0
3311,4.21,53.7,134.0,0.18,9.5,25.1,66.5,0.28,1.18,99.0,29.6,384.0,310.0
2773,0.44,64.0,45.2,0.14,17.0,14.9,7.8,0.34,1.86,16.0,6.38,780.0,43.4
4454,6.01,48.07,91.7,0.33,11.01,19.35,41.74,0.77,1.68,64.59,20.43,159.22,200.49
6342,1.91,10.16,21.74,0.24,1.44,4.64,19.87,1.56,0.11,5.56,6.27,354.59,62.55
6393,1.23,32.59,21.02,0.07,13.88,7.8,2.8,0.59,3.22,87.84,2.61,734.19,18.82
20,29.78,133.27,231.45,1.29,26.63,47.52,95.74,1.66,3.81,190.0,52.31,246.0,487.51
6691,89.3,75.6,105.0,1.58,26.7,25.7,37.2,4.58,7.24,112.0,21.1,48.1,193.0
3251,10.9,101.9,179.0,0.94,26.8,40.1,74.2,2.5,4.47,146.0,37.5,192.0,338.0
956,8.63,51.3,115.0,0.71,9.0,22.3,65.4,0.37,0.97,77.5,27.6,299.0,301.0
23,34.54,63.75,128.2,0.43,11.35,25.6,60.05,0.29,1.06,219.0,29.86,365.0,298.97
179,1.99,111.0,216.0,0.22,20.7,44.5,82.5,1.29,3.72,71.2,46.6,282.0,437.0
3304,23.3,85.5,163.0,0.31,16.5,34.9,81.0,0.94,2.47,104.0,36.9,280.0,369.0
2076,8.5,40.2,78.3,0.3,10.8,15.8,31.2,0.69,1.64,58.0,16.5,56.0,185.0
2906,52.0,260.0,376.0,5.0,68.0,91.0,119.0,9.0,15.0,286.0,86.0,140.0,856.0
3195,191.0,196.0,207.0,22.3,109.1,52.8,70.6,47.7,44.9,888.0,43.5,336.0,388.0
5816,11.7,217.0,345.0,0.48,48.8,82.5,121.0,8.32,9.97,394.5,71.0,635.63,530.0
4285,12.22,214.0,349.0,0.13,54.4,76.6,89.5,4.67,10.9,226.0,61.3,360.0,507.0
4786,0.61,76.4,86.0,0.18,9.6,23.76,16.43,0.16,1.03,17.26,15.85,638.58,128.6
1914,6.3,87.2,134.9,0.26,25.4,30.2,39.8,2.72,5.78,99.0,25.7,148.0,257.0
4941,2.15,324.66,714.87,0.24,35.14,136.67,368.4,1.42,3.82,209.04,182.38,4369.77,1890.0
5,28.52,154.58,274.86,1.26,33.17,55.84,103.36,1.79,3.78,176.0,59.72,254.0,545.58
2844,48.0,746.0,851.0,10.0,241.0,221.0,170.0,29.2,56.9,663.0,154.0,414.0,1361.0
8,258.59,288.92,559.33,2.22,79.42,129.96,170.59,3.45,9.5,3823.0,119.03,2025.0,973.49
3686,8.4,80.0,144.4,0.38,14.8,29.4,61.2,0.61,2.3,208.0,30.7,397.0,304.0
1349,30.32,151.84,352.08,1.36,29.35,55.02,150.91,1.85,4.78,674.49,66.85,492.0,1135.27
2128,29.1,151.5,198.0,8.93,54.0,45.1,56.5,11.63,14.59,749.0,41.3,256.0,413.0
1724,18.9,57.7,97.9,0.15,12.3,21.1,32.1,0.83,1.94,97.0,19.6,95.0,205.0
7019,15.21,182.18,267.09,1.34,49.6,61.83,82.96,6.54,10.12,83.4,54.1,85.94,471.08
4156,12.79,49.9,108.0,0.3,10.4,21.4,67.2,0.75,1.82,221.0,25.6,434.0,296.0
2583,0.63,246.0,460.0,0.51,22.4,92.6,192.0,0.4,2.27,17.4,113.0,8317.0,1215.0
5419,259.6,653.4,536.7,46.16,270.7,161.6,234.7,311.77,168.85,234.0,120.0,4254.0,1368.0
1293,27.3,361.09,798.3,3.14,71.22,126.92,319.45,5.43,11.08,567.12,143.64,481.57,2366.58
2227,36.5,66.6,149.9,0.36,10.6,26.9,69.7,0.53,1.64,270.0,34.2,225.0,428.0
5397,192.9,853.8,711.2,98.36,322.0,203.5,332.0,303.5,216.13,440.0,146.0,3123.0,1376.0
2759,5.69,128.0,292.0,0.45,19.4,51.5,138.3,0.77,2.49,134.0,64.1,1106.0,645.0
3318,217.0,1280.0,1760.0,8.6,323.0,431.0,405.0,13.0,43.0,542.0,315.0,445.0,2380.0
3332,9.28,135.0,288.0,0.61,33.2,59.5,115.3,1.77,5.01,327.0,58.1,754.0,599.0
1730,10.1,82.8,146.2,0.33,18.8,31.3,51.1,1.21,3.11,71.0,29.9,106.0,311.0
5243,5.4,34.5,85.0,0.32,5.18,14.62,63.4,0.34,1.97,48.3,24.2,162.2,251.0
3509,9.97,145.0,225.0,0.7,39.1,52.0,81.1,5.22,8.61,521.0,45.8,727.0,397.0
7034,17.1,57.55,90.66,0.83,14.59,19.85,32.15,1.82,3.62,27.38,20.14,33.14,192.3
4680,11.52,41.7,74.2,0.08,9.47,15.55,27.21,0.75,1.58,90.36,16.82,251.47,171.0
2082,7.2,43.6,88.1,0.69,9.4,16.4,47.7,0.76,1.84,32.0,20.4,82.0,246.0
4438,0.39,86.0,190.0,0.03,8.64,32.9,91.0,0.11,0.62,36.1,43.7,1838.0,556.0
2892,101.0,918.0,1456.0,1.6,207.0,324.0,323.0,43.4,49.4,2874.0,296.0,2462.0,2620.0
5923,17.0,147.0,258.0,1.1,32.0,55.0,100.0,4.6,5.6,127.0,54.0,174.0,553.0
3392,5.45,47.4,88.7,0.35,9.32,19.5,40.2,0.36,1.3,20.0,20.3,43.0,192.0
1045,44.45,100.64,217.19,23.0,18.98,29.54,55.54,26.46,11.07,89.58,29.66,125.81,600.89
2532,1.27,79.7,74.2,0.45,13.6,22.3,13.2,0.35,1.06,12.1,12.6,880.0,101.0
1786,1.7,30.4,18.5,0.05,20.8,6.2,2.8,1.89,4.81,158.0,2.6,287.0,22.0
890,55.44,144.41,270.45,1.38,36.79,56.87,137.38,3.38,6.71,949.02,60.63,1345.24,609.9
6984,23.52,148.84,233.99,0.17,34.3,52.78,71.79,2.47,5.38,113.33,50.9,182.86,452.29
3826,6.53,171.0,336.0,0.8,24.7,71.4,125.1,0.42,3.71,11.0,65.7,32.0,588.0
2330,36.0,164.0,199.0,7.2,47.0,50.9,76.7,1.56,8.2,82.5,40.3,127.3,409.0
6570,46.3,127.0,240.0,0.82,29.3,50.7,105.0,12.2,7.45,631.0,55.3,708.0,522.0
6902,88.89,128.27,225.24,2.58,35.1,50.33,91.18,15.95,10.14,126.17,47.64,84.57,472.0
244,54.7,218.0,398.0,1.7,50.2,85.9,165.0,14.4,9.82,455.0,87.5,230.0,829.0
5085,11.93,81.5,131.4,1.26,22.0,30.3,52.1,2.63,11.9,57.6,31.0,98.9,259.0
6318,1.78,4.66,11.47,0.29,0.67,1.99,9.55,0.15,0.07,9.28,2.69,50.17,33.9
2848,52.0,558.0,663.0,5.9,167.0,171.0,140.0,13.4,30.5,986.0,121.0,568.0,1124.0
332,16.66,101.22,195.7,1.73,20.1,41.58,150.87,1.08,3.49,36.91,52.69,93.11,672.09
6277,28.82,83.0,144.0,1.01,21.44,31.0,64.0,2.55,5.02,540.0,31.0,373.0,296.0
4333,1.31,154.0,404.0,0.08,14.33,66.2,239.0,0.26,0.71,278.8,98.7,4871.0,1331.0
5657,6.93,306.6,466.0,1.52,73.32,108.4,141.9,7.12,13.54,21.9,100.3,137.7,939.5
1636,18.0,39.5,79.8,0.15,8.6,15.9,35.3,0.36,1.32,75.0,18.1,86.0,212.0
2445,2.52,102.0,98.6,0.68,19.5,28.1,20.0,0.27,1.77,23.9,17.0,871.0,133.0
5730,34.0,58.4,83.6,2.37,22.5,19.7,36.9,8.3,9.1,101.0,20.2,731.0,201.0
984,16.8,72.2,167.0,1.32,13.4,31.9,92.3,1.67,1.96,109.0,39.5,484.0,434.0
6426,4.93,30.03,59.92,0.4,6.61,12.16,26.0,0.59,0.61,268.87,13.32,1052.59,134.19
1399,7.0,39.0,62.1,0.11,9.5,13.1,22.1,0.87,2.28,83.0,12.0,86.0,135.0
5048,18.58,79.8,144.4,2.05,19.67,29.75,61.9,1.03,7.82,242.4,33.9,695.0,296.8
3230,14.95,221.0,354.0,0.93,42.5,74.1,157.7,2.12,5.01,320.0,74.2,826.0,791.0
920,16.15,52.67,97.26,0.5,13.1,20.66,44.3,1.09,2.48,133.6,21.42,204.25,205.62
2788,4.14,81.4,144.0,0.34,17.8,30.5,53.8,0.7,2.95,99.0,29.9,910.0,275.0
3840,2.39,82.4,141.9,0.07,18.2,31.6,43.1,0.79,1.97,35.0,27.5,70.0,221.0
3636,15.4,281.0,485.0,2.03,65.5,106.0,190.0,4.97,10.77,210.0,92.2,433.0,1000.0
1839,15.3,165.2,279.2,1.57,43.3,58.6,101.3,5.49,9.77,150.0,59.9,126.0,660.0
4706,2.52,25.54,47.1,0.18,4.04,10.06,12.52,0.18,0.57,27.81,9.88,119.13,90.4
7185,389.0,333.0,192.0,0.1,203.0,62.0,35.0,387.0,224.0,3373.0,32.0,913.0,237.0
160,11.7,45.6,98.7,0.75,8.86,19.3,59.6,0.95,1.41,80.3,23.5,177.0,257.0
4540,6.08,74.33,131.0,0.7,17.87,29.58,49.27,1.56,3.42,68.75,27.05,93.03,244.88
4460,9.18,74.62,142.13,0.61,17.24,30.7,64.43,1.08,3.13,149.78,31.64,353.96,301.25
1921,12.5,52.9,89.4,0.04,13.7,19.1,30.4,1.17,2.0,156.0,18.3,160.0,181.0
174,15.2,82.6,174.0,0.57,16.0,35.0,85.4,0.98,3.06,121.0,39.9,256.0,403.0
6912,82.91,126.46,194.82,2.84,36.05,45.71,68.33,5.18,8.56,201.33,38.98,95.8,347.21
2427,0.84,26.2,14.9,0.8,13.5,5.26,1.94,0.11,1.21,23.9,2.09,1214.0,16.6
4737,17.17,46.1,86.1,0.31,9.66,17.9,35.5,0.74,1.78,28.5,20.6,62.7,213.3
4566,10.48,6.45,5.01,0.76,5.05,1.7,1.1,1.23,1.38,86.66,0.78,35.57,6.44
894,47.45,58.22,110.12,0.63,13.76,22.94,55.19,9.51,2.88,211.18,25.13,371.44,246.75
6568,9.72,28.6,53.2,0.11,7.31,11.7,23.8,0.98,1.58,128.0,12.1,385.0,116.0
6631,84.3,111.0,263.0,0.69,20.5,49.3,148.0,1.9,2.97,381.0,65.4,391.0,702.0
1017,1.83,51.33,56.05,7.45,9.95,13.7,5.37,3.39,5.07,18.36,6.6,355.2,68.86
1331,53.85,250.6,544.87,2.52,53.17,86.0,232.87,7.36,9.02,1455.45,102.59,869.21,1750.12
4590,21.3,147.02,286.06,1.43,32.74,60.74,115.48,2.61,5.37,654.05,59.38,782.86,550.25
195,96.2,59.7,117.0,1.27,15.0,23.7,84.8,18.7,5.14,303.0,31.0,477.0,357.0
6561,25.2,166.0,191.0,1.63,76.6,51.1,54.4,18.6,22.9,449.0,38.2,621.0,324.0
5498,76.51,20.14,68.4,7.18,5.39,41.28,94.81,17.56,5.3,883.26,47.27,2358.81,72.02
5782,19.3,349.0,547.0,0.45,70.1,135.0,180.0,13.4,19.9,430.13,109.0,677.29,965.0
6258,35.62,137.0,194.0,2.39,44.2,47.0,71.0,8.34,9.8,567.0,39.0,769.0,349.0
1364,38.4,216.0,356.0,2.28,51.3,80.0,156.0,8.22,12.4,1253.0,80.5,4508.0,740.0
2308,158.0,70.0,107.0,1.6,11.6,19.1,45.6,98.0,15.6,63.9,21.8,128.3,235.0
3936,14.2,47.5,82.5,0.45,15.1,18.5,31.4,0.92,2.21,80.0,19.3,141.0,177.0
1107,32.84,175.08,371.35,0.89,28.91,53.92,122.6,12.49,6.56,211.95,58.56,238.53,1020.6
5524,16.8,398.0,705.0,0.04,60.7,147.0,244.0,3.9,7.8,1112.0,145.0,7230.0,1547.0
5986,42.0,67.0,140.0,1.1,15.0,27.0,76.0,1.2,3.1,794.0,33.0,614.0,374.0
4388,0.6,119.0,204.0,0.59,21.3,43.9,68.8,0.78,2.52,64.0,39.9,356.0,341.0
3278,10.2,124.0,172.0,2.44,34.9,41.8,59.3,4.7,6.3,207.0,33.6,627.0,306.0
1663,11.4,64.0,100.8,0.36,16.0,21.9,35.9,1.52,3.55,120.0,20.6,129.0,222.0
2207,7.2,148.8,282.5,0.56,26.6,56.3,99.8,1.15,4.01,76.0,59.1,145.0,694.0
5316,3.88,9.67,22.06,0.27,2.42,4.62,19.32,0.08,0.35,35.29,7.16,666.69,78.49
1956,2.9,27.2,54.4,0.3,5.3,10.9,22.6,0.28,0.73,151.0,11.7,236.0,121.0
6137,54.8,1146.0,1845.0,0.04,228.9,406.0,709.0,34.92,56.22,3411.0,404.0,16341.0,3756.0
1336,73.87,244.35,499.53,3.45,60.96,82.6,198.71,33.39,15.45,466.91,91.39,388.51,1525.9
3477,25.0,69.8,136.1,0.25,14.41,26.9,60.3,1.17,2.49,158.0,28.7,307.0,275.0
2033,47.9,80.4,131.9,1.37,21.4,27.9,50.5,2.93,5.48,288.0,28.9,168.0,315.0
7182,6.29,70.0,108.0,0.18,17.0,26.0,37.0,1.15,3.27,76.0,22.0,248.0,194.0
6895,51.61,106.82,174.66,1.92,25.93,40.31,67.11,2.95,4.95,184.97,37.2,139.65,359.07
3333,11.8,156.0,302.0,0.49,35.5,64.6,132.2,1.49,5.27,350.0,62.9,761.0,626.0
2509,1.9,172.0,243.0,0.55,19.6,55.9,55.0,0.56,1.53,13.9,43.9,715.0,396.0
1162,10.7,83.28,144.27,0.77,19.2,31.62,58.09,1.4,3.17,92.25,30.39,178.92,283.15
6386,1.13,33.94,17.02,0.31,18.17,6.59,2.64,1.55,3.48,52.53,2.33,805.25,18.03
3725,10.6,87.2,176.8,0.26,12.7,35.3,84.2,0.31,2.17,241.0,39.4,626.0,415.3
2201,82.5,286.3,431.0,1.53,79.3,94.0,127.1,9.48,17.22,252.0,82.0,141.0,897.0
5948,21.0,80.0,139.0,0.8,20.0,29.0,50.0,10.0,4.6,121.0,29.0,219.0,295.0
5041,28.9,174.8,227.0,7.39,62.4,56.3,71.3,4.46,28.3,90.5,46.6,283.0,367.0
3604,4.34,87.7,181.0,0.19,15.25,34.0,80.3,0.65,1.95,42.0,36.2,157.0,391.0
5466,28.88,156.65,213.21,6.66,69.58,50.07,74.44,28.05,26.02,31.66,34.525000000000006,329.77,464.46
6454,1.59,27.87,12.89,0.29,20.71,5.47,1.73,1.7,4.21,74.83,1.85,683.39,11.42
5176,3.67,6.95,13.37,0.16,1.47,2.73,9.44,0.11,0.59,9.62,3.84,62.6,69.4
6161,130.5,1017.0,1867.0,0.09,190.7,388.0,914.0,74.91,54.96,5073.0,471.0,18591.0,4791.0
5178,7.35,41.8,76.0,0.95,8.89,16.62,40.0,1.01,4.65,19.6,18.53,70.4,181.6
5207,9.5,88.6,163.0,0.56,18.3,34.5,69.2,1.87,7.77,70.0,38.8,205.0,337.0
4654,18.69,111.3,158.7,0.6,27.1,38.1,42.6,5.57,7.92,54.6,33.28,216.69,297.0
5638,23.1,144.0,244.0,0.06,27.3,51.0,89.0,3.1,4.2,710.0,51.0,1994.0,543.0
5230,11.2,73.3,132.2,1.11,16.0,29.6,69.7,3.9,7.96,23.7,33.8,49.9,327.0
3973,6.65,31.4,76.6,0.24,7.0,13.9,40.1,0.31,0.78,130.0,18.8,379.0,175.0
4266,6.84,111.0,187.0,1.32,29.8,39.7,60.9,3.58,5.75,61.0,35.2,115.0,297.0
4263,6.2,92.0,163.0,0.67,22.7,34.8,57.6,2.03,4.3,74.0,31.4,145.0,265.0
1737,31.1,46.3,68.4,0.68,15.5,15.1,25.5,1.52,3.08,128.0,14.2,116.0,153.0
5865,0.62,9.86,27.7,0.27,1.97,4.62,48.9,0.35,0.36,9.92,8.65,79.8,125.0
1395,10.0,54.9,91.5,0.87,13.5,19.4,34.5,1.53,3.08,63.0,18.3,62.0,198.0
5074,16.7,99.7,137.4,2.79,28.9,34.3,53.6,3.17,12.08,93.9,30.5,154.1,269.7
6329,6.24,72.7,124.9,0.36,14.81,28.67,47.67,1.2,2.86,613.33,27.95,1992.34,235.22
6869,59.2,190.84,280.07,3.32,58.34,64.34,86.32,6.95,9.8,154.0,57.21,94.2,546.58
5548,37.1,1051.0,2109.0,0.15,142.4,398.0,861.0,10.7,18.6,2043.0,472.0,15639.0,5244.0
3580,1.92,136.4,351.0,0.15,17.9,67.3,180.1,0.57,2.36,59.0,85.3,770.0,837.0
2905,87.0,201.0,320.0,3.0,51.0,73.0,107.0,16.0,13.0,382.0,84.0,356.0,1013.0
3366,13.33,59.1,124.8,0.21,11.61,25.32,57.5,0.76,1.73,89.0,27.8,314.0,272.0
